time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
47:39.3,2.62,"5km NE of Brawley, CA",reviewed,0,106,ci,0.0,0.04833,0.1,71.8,mh,-115.488,33.003,5.09
04:17.2,2.53,"22km ESE of Ocotillo Wells, CA",reviewed,0,98,ci,16.0,0.1528,0.35,91.0,ml,-115.919,33.0608333,0.904
06:59.8,2.24,"1km ESE of Mullan, Idaho",reviewed,0,77,mb,14.0,0.516,0.13,107.0,ml,-115.7785,47.4661667,-2.27
54:47.4,3.17,Northern California,reviewed,0,155,nc,52.0,0.2577,0.14,112.0,ml,-121.1673333,40.2296667,-2.101
35:58.3,3.4,Central California,reviewed,0,178,nc,38.0,0.0991,0.08,216.0,md,-120.259,36.177,9.676
01:28.5,3.0,"14km NW of Toms Place, CA",reviewed,0,139,nc,30.0,0.01947,0.04,54.0,md,-118.8115,37.6358333,3.12
57:11.3,4.3,Gulf of California,reviewed,0,284,us,204.0,,1.11,60.7,mb,-109.508,24.825,10.0
26:51.9,2.28,Central California,reviewed,0,80,nc,74.0,0.02973,0.15,42.0,md,-120.6278333,36.0531667,5.424
22:35.3,2.4,Nevada,reviewed,0,89,nn,7.0,0.307,0.0833,151.46,ml,-117.869,38.2215,0.0
47:52.8,2.9,Washington,reviewed,0,129,uw,16.0,0.09037,0.12,58.0,md,-122.7776667,46.7443333,1.02
32:54.6,2.04,Northern California,reviewed,0,64,nc,17.0,0.155,0.06,46.0,md,-123.281,39.3598333,2.15
13:13.6,2.0,"18km NE of Yerington, Nevada",reviewed,0,62,nn,14.0,0.466,0.0865,160.7,ml,-118.9996,39.096,9.5
55:02.5,2.52,Northern California,reviewed,0,98,nc,13.0,0.1712,0.08,99.0,md,-122.3835,38.8245,-0.859
09:13.5,2.26,Northern California,reviewed,0,79,nc,26.0,0.01171,0.05,40.0,md,-122.7891667,38.8191667,0.13
49:26.7,2.12,Northern California,reviewed,0,69,nc,13.0,0.7505,0.06,268.0,md,-119.732,38.7608333,-0.297
38:51.3,3.16,"6km ESE of Santa Clarita, CA",reviewed,0,154,ci,0.0,,0.165,60.4,ml,-118.445,34.406,4.856
49:01.6,2.62,"24km W of Ludlow, CA",reviewed,0,106,ci,0.0,,0.336,114.0,mh,-116.418,34.742,0.0
35:33.3,2.03,"10km SSW of Ojai, California",reviewed,0,63,ci,0.0,0.05649,0.387,130.0,ml,-119.276,34.363,7.065
19:32.4,2.36,offshore Northern California,reviewed,0,86,nc,19.0,0.1315,0.06,229.0,md,-124.459,40.5686667,19.614
22:38.9,2.84,"6km NNW of Chatsworth, California",reviewed,0,124,ci,0.0,,0.273,70.1,ml,-118.63,34.31,5.816
15:56.4,2.01,"14km SSE of Anza, CA",reviewed,0,62,ci,50.0,0.04314,0.2,34.0,ml,-116.5928333,33.4521667,8.89
58:07.8,3.41,"4km N of Granada Hills, California",reviewed,0,179,ci,0.0,,0.259,49.1,ml,-118.501,34.311,0.887
25:32.3,2.34,"1km NE of Beaver, Utah",reviewed,0,84,uu,24.0,0.29,0.19,54.0,ml,-112.6278333,38.2848333,1.47
39:30.1,3.01,"16km SSE of Bodfish, California",reviewed,0,139,ci,0.0,,0.167,33.5,ml,-118.422,35.454,5.119
40:55.0,2.6,Nevada,reviewed,0,104,nn,26.0,0.003,0.098,41.9,ml,-119.9293,39.5276,0.9
19:56.8,2.2,Washington,reviewed,0,74,uw,6.0,0.05209,0.05,116.0,md,-122.7586667,46.705,0.211
26:50.3,2.38,offshore Northern California,reviewed,0,87,nc,13.0,0.1279,0.19,257.0,md,-124.4451667,40.2856667,19.971
13:28.1,2.19,Central California,reviewed,0,74,nc,84.0,0.01622,0.11,72.0,md,-120.7908333,36.23,5.707
13:38.9,2.24,"2km NE of Yorba Linda, CA",reviewed,0,85,ci,78.0,0.07088,0.16,43.0,ml,-117.7938333,33.8995,8.896
33:11.4,2.45,Arizona,reviewed,0,92,uu,8.0,0.3618,0.16,271.0,md,-113.8058333,36.8003333,0.06
26:40.0,2.36,Central California,reviewed,0,86,nc,49.0,0.01351,0.06,30.0,md,-121.3585,36.715,3.279
35:09.9,2.16,"40km ENE of Lucerne Valley, California",reviewed,0,72,ci,0.0,,0.222,107.5,mc,-116.544,34.527,-1.213
55:40.2,2.03,"44km NNW of Los Algodones, B.C., MX",reviewed,0,63,ci,0.0,0.1007,0.151,169.4,mc,-114.928,33.064,-0.113
20:23.0,2.59,"52km E of Maneadero, B.C., MX",reviewed,0,103,ci,8.0,0.9033,0.45,323.0,mh,-116.016,31.7476667,6.0
20:04.4,2.62,Northern California,reviewed,0,106,nc,4.0,0.3991,0.01,274.0,md,-120.0401667,39.1306667,1.073
04:21.0,2.91,"21km WSW of Westmorland, CA",reviewed,0,130,ci,0.0,,0.152,55.5,mc,-115.818,32.939,8.95
47:20.4,2.21,"18km ESE of Julian, CA",reviewed,0,75,ci,0.0,,0.22,78.6,mc,-116.426,33.023,5.191
35:09.2,2.37,"16km SSW of Lamont, CA",reviewed,0,86,ci,0.0,,0.229,106.2,mc,-118.983,35.126,4.735
27:36.8,2.91,"5km NNW of Moreno Valley, California",reviewed,0,130,ci,0.0,,0.159,52.9,mc,-117.244,33.969,10.337
30:09.1,2.0,"65km SE of Hawthorne, Nevada",automatic,0,62,nn,29.0,0.087,0.14,78.35,ml,-118.0622,38.1282,6.6
27:07.8,3.6,Arizona,reviewed,0,205,us,24.0,,0.78,105.2,mwr,-109.231,33.298,5.0
09:45.3,2.2,"Seattle-Tacoma urban area, Washington",reviewed,0,74,uw,9.0,0.08947,0.27,89.0,md,-122.3268333,47.6248333,-0.656
21:19.4,2.1,"30 km SSE of Mina, Nevada",reviewed,0,68,nn,29.0,0.005,0.138,55.78,ml,-117.9647,38.1418,10.8
28:35.4,2.32,"6km NNE of Little Lake, CA",reviewed,0,83,ci,21.0,0.02181,0.18,93.0,mc,-117.878,35.9885,3.124
55:16.2,2.23,Utah,reviewed,0,77,uu,17.0,0.02098,0.16,78.0,ml,-110.4296667,39.6261667,-1.6
12:59.0,2.19,"25km NNW of Tehachapi, CA",reviewed,0,74,ci,27.0,0.06373,0.22,135.0,mh,-118.5105,35.3515,4.956
32:45.8,2.23,"1km NNE of La Verne, CA",reviewed,0,77,ci,0.0,,0.159,70.0,mc,-117.762,34.112,3.882
36:49.4,2.13,"13km SE of Mammoth Lakes, CA",reviewed,0,70,nc,40.0,0.03277,0.05,92.0,md,-118.8595,37.5678333,4.4
26:13.1,2.11,Northern California,reviewed,0,68,nc,18.0,0.7144,0.11,262.0,md,-119.8443333,38.7846667,7.434
51:06.5,2.62,"13km SW of Estacion Coahuila, B.C., MX",reviewed,0,106,ci,10.0,0.1863,0.1,268.0,ml,-115.0995,32.117,9.413
27:30.1,2.26,Utah,reviewed,0,79,uu,9.0,0.2758,0.1,122.0,md,-111.0566667,39.4855,8.65
42:17.2,2.28,Utah,reviewed,0,80,uu,15.0,0.04077,0.13,64.0,md,-112.3946667,41.7091667,6.61
13:18.4,2.17,Northern California,reviewed,0,72,nc,12.0,0.04865,0.06,307.0,ma,-121.5541667,39.5785,14.003
30:40.5,3.31,"9km ENE of El Centro, CA",reviewed,0,169,ci,31.0,0.0507,0.56,106.0,ml,-115.4741667,32.8225,10.0
55:50.5,2.08,"10km NE of Coso Junction, CA",reviewed,0,67,ci,31.0,0.01971,0.13,57.0,ml,-117.8791667,36.1165,8.13
04:03.5,3.3,"64km E of Maneadero, B.C., MX",reviewed,0,168,ci,0.0,,0.174,247.7,mc,-115.891,31.677,5.771
52:25.2,3.9,"Mount St. Helens area, Washington",reviewed,0,234,uw,13.0,0.03958,0.28,140.0,md,-122.1805,46.2013333,-0.888
16:30.3,2.34,Central California,reviewed,0,84,nc,28.0,0.04054,0.04,114.0,md,-120.7546667,36.1951667,7.451
59:11.9,2.96,offshore Northern California,reviewed,0,135,nc,53.0,0.7901,0.26,278.0,md,-125.3741667,40.4711667,18.454
56:58.5,2.67,"20km WSW of Delta, B.C., MX",reviewed,0,110,ci,20.0,0.1522,0.16,235.0,ml,-115.383,32.282,8.434
18:29.0,2.0,"26km N of Yucca Valley, California",reviewed,0,62,ci,0.0,,0.172,64.3,mc,-116.462,34.349,7.186
06:16.5,2.32,"9km NNW of El Sauzal, B.C., MX",reviewed,0,83,ci,8.0,0.7065,0.37,290.0,mh,-116.7163333,31.9725,6.0
49:35.4,2.16,offshore Northern California,reviewed,0,72,nc,9.0,0.5505,0.08,312.0,md,-125.044,40.3703333,3.427
24:42.0,2.6,"53km WNW of Tonopah, Nevada",automatic,0,104,nn,20.0,0.113,0.14,99.98,ml,-117.7922,38.2307,9.2
14:36.6,2.73,"13km ENE of Ridgecrest, CA",automatic,0,115,ci,36.0,0.0592,0.19,59.0,ml,-117.5526667,35.6798333,7.24
10:18.2,3.24,"30km WSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,162,ci,0.0,0.5665,0.391,233.0,mh,-115.463,32.127,16.9
30:44.3,2.18,Central California,reviewed,0,73,nc,27.0,0.04775,0.03,114.0,md,-118.8255,37.5263333,1.454
23:15.1,2.2,"5km NW of Brawley, CA",reviewed,0,74,ci,30.0,0.08026,0.25,60.0,mc,-115.5701667,33.0051667,14.677
14:26.2,2.5,Northern California,reviewed,0,96,nc,15.0,0.1721,0.02,240.0,md,-120.0161667,39.2466667,1.202
39:55.3,2.73,"11km SSE of Bombay Beach, CA",reviewed,0,115,ci,0.0,0.4531,0.33,203.0,mh,-115.7,33.256,6.0
59:49.9,2.2,"69km ESE of Lakeview, Oregon",reviewed,0,74,nn,4.0,0.513,0.0424,147.69,ml,-119.6152,41.8762,1.4
10:27.2,2.3,Northern California,reviewed,0,81,nc,26.0,0.03874,0.06,79.0,md,-122.9358333,39.4565,7.341
58:13.3,2.23,"4km NNE of Hydesville, California",reviewed,0,77,nc,22.0,0.1703,0.14,129.0,md,-124.0848333,40.585,18.548
05:22.9,2.45,Northern California,reviewed,0,92,nc,28.0,0.02072,0.03,42.0,md,-122.7783333,38.8243333,2.16
04:05.0,2.2,"8km NW of Challis, Idaho",automatic,0,74,mb,24.0,0.07366185,0.21,82.79999338,mc,-114.2913,44.5635,7.1
29:26.0,3.1,offshore Northern California,reviewed,0,148,nc,11.0,0.1378,0.08,274.0,ml,-124.4676667,40.3806667,17.012
25:38.9,2.69,"45km ENE of Trona, CA",reviewed,0,111,ci,0.0,,0.21,224.2,mc,-116.908,35.892,5.173
12:50.9,2.06,"4km NNW of Guadalupe Victoria, B.C., MX",reviewed,0,65,ci,9.0,0.4064,0.36,222.0,mh,-115.1211667,32.3225,6.0
28:11.2,3.3,"12km E of Soda Springs, Idaho",reviewed,0,169,us,,0.107,0.72,50.0,ml,-111.4583,42.6666,5.0
09:42.1,2.37,Central California,reviewed,0,86,nc,65.0,0.08018,0.1,48.0,md,-121.0606667,35.7255,4.693
14:06.6,2.03,"4km N of Guadalupe Victoria, B.C., MX",reviewed,0,63,ci,0.0,0.3991,0.443,231.7,mc,-115.105,32.322,5.98
39:35.2,2.68,"46km SSW of Progreso, B.C., MX",reviewed,0,110,ci,13.0,0.4387,0.28,240.0,ml,-115.799,32.2136667,6.829
30:15.0,3.27,"9km NE of Delta, B.C., MX",reviewed,0,165,ci,0.0,,0.237,207.6,mc,-115.13,32.416,5.99
26:17.2,2.0,"24km W of Amboy, California",reviewed,0,62,ci,0.0,0.1762,0.142,153.1,mh,-116.001,34.526,0.931
10:32.5,2.35,"17km N of Fillmore, California",reviewed,0,85,ci,0.0,,0.211,42.8,mc,-118.91,34.55,17.772
36:06.1,2.0,Nevada,reviewed,0,62,nn,13.0,0.264,0.1153,156.32,mb,-117.9045,38.2581,5.0
12:14.0,2.27,"16km WSW of Ludlow, California",reviewed,0,79,ci,0.0,0.174,0.177,82.8,mc,-116.311,34.657,1.041
39:54.4,2.1,Washington,reviewed,0,68,uw,6.0,0.2124,0.06,172.0,md,-122.6485,46.3498333,3.58
42:41.0,2.8,"211km W of Bandon, Oregon",reviewed,0,121,us,,2.918,1.41,248.0,ml,-126.9839,43.3744,10.0
38:47.4,2.4,"14km WNW of Searles Valley, CA",reviewed,0,89,ci,0.0,,0.112,177.9,mc,-117.55,35.8,-0.736
25:30.3,3.0,"125km WSW of El Sauzal, B.C., MX",reviewed,0,138,ci,7.0,1.622,0.56,52.0,mh,-117.89,31.4523333,5.801
42:29.5,2.0,"37km ENE of Lucerne Valley, California",reviewed,0,62,ci,13.0,0.06934,0.16,64.0,mh,-116.5951667,34.5786667,6.217
32:54.4,2.05,"5km NNE of Yucca Valley, California",reviewed,0,65,ci,0.0,,0.157,89.9,mc,-116.42,34.161,13.317
42:50.3,2.43,"4km SSW of Ocotillo, CA",reviewed,0,91,ci,0.0,,0.032,107.0,mc,-116.012,32.706,10.908
24:03.6,2.4,Oregon,reviewed,0,89,uw,8.0,0.3094,0.54,220.0,md,-123.8235,45.0,-0.355
47:02.1,3.1,"13km ESE of Ridgecrest, CA",reviewed,0,148,ci,11.0,,0.4,122.0,ml,-117.5466667,35.5671667,2.46
36:33.6,2.31,Central California,reviewed,0,82,nc,45.0,0.02162,0.08,35.0,md,-121.5081667,36.7961667,6.479
50:28.7,4.19,"22km ESE of Bodfish, CA",reviewed,1,396,ci,51.0,0.131,0.15,37.0,mw,-118.2853333,35.4803333,1.159
27:13.4,3.0,"218km WSW of Gold Beach, Oregon",reviewed,0,138,us,,2.057,1.32,292.0,ml,-126.9102,41.7388,10.0
10:42.0,2.8,"24km ENE of Currant, Nevada",reviewed,0,121,nn,6.0,0.365,0.1186,146.96,ml,-115.2387,38.8611,1.2
40:15.2,2.29,"25 km NW of Stanley, Idaho",reviewed,0,81,mb,10.0,0.31,0.25,73.0,ml,-115.1861667,44.3651667,13.86
02:09.1,2.1,Nevada,reviewed,0,68,nn,12.0,0.134,0.1238,132.86,ml,-118.3806,38.5543,13.2
10:35.6,2.98,Utah,reviewed,0,137,uu,10.0,1.436,0.29,262.0,md,-110.2478333,37.0256667,-0.85
54:19.2,2.32,Northern California,reviewed,0,83,nc,10.0,0.07838,0.09,74.0,md,-122.5851667,38.3343333,6.241
49:00.3,2.12,"10km SSW of Tennant, CA",reviewed,0,69,nc,14.0,0.1286,0.15,64.0,md,-121.9438333,41.4981667,0.12
12:33.4,2.55,"44km WSW of Carlsbad, CA",reviewed,0,102,ci,34.0,0.42,0.26,151.0,ml,-117.7843333,32.9951667,9.387
49:49.9,3.5,Nevada,reviewed,0,188,us,,,,,ml,-118.17,37.859,7.4
20:35.6,2.44,"12km W of Delta, B.C., MX",reviewed,0,92,ci,17.0,0.07115,0.11,199.0,ml,-115.3213333,32.3495,8.504
43:21.6,2.13,"14km SW of Westmorland, CA",reviewed,0,70,ci,21.0,0.06294,0.33,66.0,ml,-115.7251667,32.949,9.85
14:47.0,2.35,"9km SSE of Princeton, Canada",reviewed,0,85,uw,7.0,0.5656,0.17,202.0,md,-120.477,49.3743333,-0.54
12:59.7,3.6,Northern California,reviewed,0,199,nc,19.0,0.3784,0.07,302.0,md,-123.4056667,39.2805,10.796
06:28.0,2.32,"26 km NW of Stanley, Idaho",reviewed,0,83,mb,10.0,0.311,0.18,75.0,ml,-115.1973333,44.372,9.06
19:20.8,2.98,Northern California,reviewed,0,137,nc,50.0,0.1712,0.12,28.0,md,-123.031,39.3428333,6.197
09:06.1,2.32,offshore Northern California,reviewed,0,83,nc,25.0,0.2541,0.06,240.0,md,-124.65,40.3895,24.878
42:23.9,2.28,"28km ENE of Little Lake, CA",automatic,0,80,ci,26.0,0.07317,0.15,79.0,ml,-117.614,36.015,1.25
29:44.1,2.16,"11km S of Joshua Tree, California",reviewed,0,72,ci,0.0,0.1166,0.19,68.7,ml,-116.324,34.034,3.796
45:35.3,2.01,"34km WSW of Ludlow, California",reviewed,0,62,ci,0.0,0.08689,0.168,90.3,mc,-116.519,34.643,4.936
05:32.9,2.01,"San Francisco Bay area, California",reviewed,0,62,nc,21.0,0.01532,0.09,75.0,md,-122.1048333,37.3221667,-0.316
20:01.9,2.2,"17km W of Westmorland, CA",reviewed,0,74,ci,0.0,0.05734,0.101,109.7,mc,-115.798,33.008,0.021
24:35.0,2.13,Central California,reviewed,0,70,nc,25.0,0.05946,0.09,63.0,md,-120.2853333,36.2118333,6.037
39:51.4,2.3,"6km ENE of Yucaipa, CA",reviewed,0,81,ci,6.0,0.332,0.48,89.0,mh,-116.9828333,34.0563333,0.31
03:49.5,2.4,"5km N of Hoback, Wyoming",reviewed,0,89,us,,0.125,0.81,92.0,ml,-110.7789,43.3357,5.0
00:08.2,4.21,"39km ENE of Big Pine, California",reviewed,0,273,ci,0.0,,0.172,199.5,ml,-117.86,37.241,4.472
45:17.2,2.79,"55km SSW of Progreso, B.C., MX",reviewed,0,120,ci,17.0,0.4845,0.33,246.0,ml,-115.895,32.162,6.142
00:21.9,2.47,Northern California,reviewed,0,94,nc,21.0,0.05315,0.14,53.0,md,-122.3855,38.8283333,-0.436
17:39.6,2.06,"1km S of View Park-Windsor Hills, CA",reviewed,0,67,ci,81.0,0.01094,0.19,60.0,ml,-118.3486667,33.989,11.37
58:49.2,2.05,"24km N of Ridgecrest, CA",automatic,0,65,ci,19.0,0.08765,0.22,117.0,ml,-117.661,35.8321667,7.78
21:55.6,2.84,Central California,reviewed,0,124,nc,60.0,0.01892,0.09,35.0,md,-121.509,36.7991667,3.14
51:43.0,2.0,"56km E of Maneadero, B.C., MX",reviewed,0,62,ci,0.0,0.9146,0.126,315.3,mh,-115.973,31.731,5.842
45:46.0,2.15,"20km SE of Rio Dell, CA",reviewed,0,71,nc,18.0,0.08459,0.1,79.0,md,-123.9583333,40.3565,28.99
42:56.6,2.4,"Mount St. Helens area, Washington",reviewed,0,89,uw,10.0,,0.03,93.0,md,-122.1858333,46.198,-1.814
52:33.2,2.9,"17km WSW of Isla Vista, CA",reviewed,0,129,ci,0.0,,0.179,136.5,mc,-120.036,34.376,0.317
48:06.8,2.14,"6km SSE of Bombay Beach, CA",reviewed,0,70,ci,50.0,0.05557,0.17,39.0,ml,-115.6978333,33.3055,2.63
41:17.5,2.83,"6km S of Redlands, CA",reviewed,0,148,ci,81.0,0.07455,0.17,51.0,ml,-117.194,34.0043333,7.106
05:59.7,2.56,Northern California,reviewed,0,101,nc,32.0,0.03874,0.05,35.0,md,-122.8716667,38.8346667,1.552
40:09.0,2.11,"4km E of Yucca Valley, CA",reviewed,0,68,ci,0.0,,0.237,39.6,mc,-116.393,34.117,-0.594
57:49.0,2.09,"13km W of Ludlow, California",reviewed,0,67,ci,0.0,0.1119,0.232,96.8,ml,-116.301,34.722,9.279
52:12.3,3.4,"7km SW of Idyllwild, CA",reviewed,0,207,ci,66.0,,0.23,28.0,ml,-116.7761667,33.7045,15.641
37:39.1,2.1,Central California,reviewed,0,68,nc,33.0,0.02072,0.04,73.0,md,-118.8028333,37.5885,4.061
02:47.0,2.68,Northern California,reviewed,0,110,nc,34.0,0.02523,0.06,32.0,md,-122.735,38.7948333,1.994
01:22.7,2.5,"21km NNW of Desert Center, CA",reviewed,0,96,ci,22.0,0.04571,0.18,67.0,mh,-115.5101667,33.8835,0.06
31:27.2,2.27,"19km NW of Garland, Utah",reviewed,0,79,uu,27.0,0.07296,0.16,79.0,ml,-112.3363333,41.8568333,3.97
47:58.8,2.02,"12km NE of Little Lake, California",reviewed,0,63,ci,0.0,0.04187,0.19,79.1,mc,-117.813,36.007,0.431
14:39.9,2.31,Northern California,reviewed,0,82,nc,12.0,0.1189,0.06,60.0,md,-123.216,39.3048333,9.386
42:59.4,2.6,Washington,reviewed,0,104,uw,4.0,0.06343,0.1,173.0,md,-122.7716667,46.712,-0.757
41:24.7,2.5,Washington,reviewed,0,96,uw,16.0,0.09479,0.13,95.0,md,-122.2101667,46.3305,1.266
05:52.2,2.47,Central California,reviewed,0,94,nc,39.0,0.01171,0.04,52.0,md,-121.0738333,36.4981667,3.165
58:47.3,3.16,"43km E of Hawthorne, NV",reviewed,0,154,ci,7.0,1.5,0.94,332.0,ml,-118.1301667,38.5541667,6.0
05:40.8,3.51,"2km E of Muscoy, California",reviewed,0,190,ci,0.0,,0.246,24.7,ml,-117.328,34.156,9.142
51:40.1,3.2,Central California,reviewed,0,158,nc,57.0,0.1,0.05,67.0,md,-120.2721667,36.1668333,10.627
46:57.9,2.65,"Long Valley area, California",reviewed,0,108,nc,38.0,0.01712,0.04,47.0,md,-118.9195,37.637,5.954
17:11.0,2.54,"10km E of Big Bear City, California",reviewed,0,99,ci,0.0,,0.118,30.3,mc,-116.735,34.264,-1.329
22:03.0,2.37,"18km ESE of Little Lake, CA",automatic,0,86,ci,29.0,0.07579,0.13,53.0,ml,-117.7168333,35.8736667,7.73
40:43.9,3.96,Northern California,reviewed,0,252,nc,29.0,0.1144,0.11,41.0,mw,-123.3381667,39.7773333,8.488
47:18.1,3.78,"Long Valley area, California",reviewed,0,220,nc,37.0,0.01892,0.05,58.0,ml,-118.943,37.6353333,5.334
56:28.4,2.48,Wyoming,reviewed,0,95,uu,20.0,,0.31,276.0,md,-110.442,41.2535,4.81
15:47.0,2.06,"17km ESE of Ocotillo, CA",reviewed,0,65,ci,27.0,0.08821,0.18,137.0,ml,-115.8233333,32.6825,5.013
46:19.0,2.01,"9km W of Calipatria, CA",reviewed,0,62,ci,32.0,0.04438,0.3,87.0,ml,-115.6075,33.1335,7.987
19:42.4,2.17,"55km WNW of Beatty, NV",reviewed,0,72,ci,14.0,0.09569,0.23,141.0,ml,-117.3336667,37.0883333,2.19
20:42.5,2.19,Northern California,reviewed,0,74,nc,30.0,0.01261,0.04,38.0,md,-122.8101667,38.8033333,1.855
36:38.7,2.22,"10km WNW of Calipatria, CA",reviewed,0,76,ci,24.0,0.01638,0.17,93.9,ml,-115.6071667,33.1626667,4.686
11:24.7,2.58,"71km WSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,102,ci,0.0,,0.216,253.9,mc,-115.81,31.886,5.472
51:16.3,3.17,"51km SW of Primo Tapia, B.C., MX",reviewed,0,155,ci,0.0,,0.238,256.1,mc,-117.262,31.863,5.539
35:26.7,2.47,"Long Valley area, California",reviewed,0,94,nc,37.0,0.006306,0.05,64.0,md,-118.9348333,37.6341667,4.324
45:44.1,2.5,offshore Northern California,reviewed,0,96,nc,8.0,0.2225,0.05,255.0,md,-124.6078333,40.3926667,17.514
12:02.0,2.22,Central California,reviewed,0,76,nc,9.0,0.09279,0.02,130.0,md,-118.8865,37.511,-0.885
27:25.7,2.36,"34km SSE of Santa Cruz Is. (E end), CA",reviewed,0,86,ci,21.0,0.3275,0.29,97.0,ml,-119.3805,33.745,-0.33
26:07.5,2.14,Central California,reviewed,0,70,nc,11.0,0.1523,0.04,266.0,md,-120.1511667,35.9276667,13.74
22:23.0,2.22,"30km N of Yucca Valley, California",reviewed,0,76,ci,0.0,,0.158,72.7,ml,-116.451,34.379,-1.23
06:30.9,2.06,"3km NE of Palomar Observatory, CA",reviewed,0,65,ci,62.0,0.02625,0.25,51.0,ml,-116.8471667,33.3765,5.697
37:47.5,3.31,Utah,reviewed,0,171,uu,22.0,0.1303,0.17,73.0,ml,-111.6306667,41.8878333,12.28
16:25.0,3.3,"Vancouver Island, Canada region",reviewed,0,168,us,,,,,ml,-129.12,48.23,10.0
03:42.6,2.89,"16km SSW of Tonasket, Washington",reviewed,0,142,uw,22.0,0.6125,0.24,103.0,ml,-119.5625,48.5808333,3.82
46:52.7,2.03,"16km NNE of Apple Valley, California",reviewed,0,63,ci,0.0,,0.028,153.0,mc,-117.125,34.635,-0.782
10:51.4,2.4,"44 km NW of Stanley, Idaho",reviewed,0,89,us,,0.758,0.85,55.0,ml,-115.2572,44.544,10.0
49:27.3,2.1,"Seattle-Tacoma urban area, Washington",reviewed,0,68,uw,12.0,0.2246,0.11,101.0,md,-122.329,47.336,13.888
27:54.0,2.48,Central California,reviewed,0,95,nc,71.0,0.02703,0.09,35.0,md,-121.3928333,36.727,7.073
58:20.9,2.43,"23km NW of Ludlow, CA",reviewed,0,91,ci,17.0,,0.14,132.0,ml,-116.3531667,34.85,6.331
33:02.8,2.55,"12km SE of Bishop, CA",reviewed,0,100,ci,0.0,,0.443,158.8,mc,-118.298,37.296,4.201
12:25.7,2.49,"12km S of Alberto Oviedo Mota, B.C., MX",reviewed,0,95,ci,11.0,0.1923,0.15,265.0,ml,-115.158,32.1228333,15.089
26:45.4,2.22,Central California,reviewed,0,76,nc,26.0,0.03694,0.04,60.0,md,-118.8681667,37.5705,3.17
29:32.7,2.03,"16km WSW of Westmorland, CA",reviewed,0,63,ci,0.0,,0.1,125.5,mc,-115.769,32.956,0.503
44:28.7,2.12,Northern California,reviewed,0,69,nc,28.0,0.01622,0.03,35.0,md,-122.8088333,38.8201667,3.9
26:45.0,2.28,"4km ESE of Nuevo, CA",reviewed,0,80,ci,0.0,,0.097,62.0,mc,-117.11,33.783,3.303
31:13.8,3.3,Nevada,reviewed,0,168,us,,,0.7,,ml,-117.038,38.666,5.0
30:15.0,2.09,"52km SSW of Progreso, B.C., MX",reviewed,0,67,ci,10.0,0.5222,0.3,301.0,ml,-115.7363333,32.1256667,5.966
12:12.1,2.32,"18km W of Petrolia, CA",reviewed,0,83,nc,15.0,0.1605,0.08,280.0,md,-124.4966667,40.3098333,6.54
07:35.2,2.33,"San Francisco Bay area, California",reviewed,0,84,nc,58.0,0.01441,0.1,24.0,md,-121.8913333,37.5226667,10.343
01:34.6,2.23,Central California,reviewed,0,77,nc,62.0,0.02072,0.07,51.0,md,-121.598,36.8643333,7.372
01:29.7,3.9,Central California,reviewed,0,234,nc,43.0,0.05676,0.06,57.0,ml,-118.3773333,37.4981667,4.534
46:36.1,2.6,Northern California,reviewed,0,104,nc,18.0,0.2315,0.11,84.0,md,-121.0798333,40.2211667,-1.421
33:44.9,2.22,"4km NNE of Claremont, CA",reviewed,0,76,ci,0.0,,0.067,38.5,mc,-117.7,34.126,7.362
18:51.9,2.26,Northern California,reviewed,0,79,nc,99.0,0.02703,0.07,58.0,md,-121.6833333,37.4658333,7.75
18:04.5,2.73,"12km SE of Ocotillo, CA",reviewed,0,115,ci,0.0,0.1508,0.615,175.1,mh,-115.905,32.656,5.5
02:54.9,2.16,Central California,reviewed,0,72,nc,41.0,0.01892,0.05,46.0,md,-118.7561667,37.5151667,4.225
40:58.7,2.38,"1km SW of Loma Linda, California",reviewed,0,87,ci,0.0,,0.142,30.2,ml,-117.266,34.045,14.666
01:27.2,2.0,"49km NNE of Austin, Nevada",reviewed,0,62,nn,6.0,1.143,0.2027,268.53,ml,-116.8561,39.9092,5.9
06:23.2,3.9,off the coast of Oregon,reviewed,0,234,us,,,0.5,,mb,-127.564,43.645,10.0
47:41.2,2.63,offshore Northern California,reviewed,0,106,nc,4.0,0.1477,0.02,279.0,md,-124.4886667,40.299,24.867
31:34.3,2.15,Northern California,reviewed,0,71,nc,9.0,0.04054,0.05,79.0,md,-121.6965,37.016,8.737
27:31.9,2.35,"28km ENE of Little Lake, California",reviewed,0,85,ci,0.0,0.1077,0.141,148.8,ml,-117.64,36.057,-1.273
00:44.6,2.84,"14km NNW of Joshua Tree, California",reviewed,0,124,ci,0.0,,0.172,65.9,mc,-116.378,34.248,-0.861
36:53.9,3.04,Central California,reviewed,0,142,nc,53.0,0.245,0.14,230.0,md,-120.0986667,36.0801667,7.679
38:14.6,2.0,Washington,reviewed,0,62,uw,4.0,0.09231,0.0,206.0,md,-122.7846667,46.7431667,0.658
23:54.2,2.06,Northern California,reviewed,0,65,nc,18.0,0.1441,0.07,225.0,md,-124.3088333,40.406,27.162
27:47.8,2.2,"13km ENE of Big Bear City, California",reviewed,0,74,ci,0.0,,0.136,60.0,ml,-116.712,34.29,-0.522
